text,selected_text,sentiment,label
intel gfx driver situat much better recent upgrad kernel rc driver git suspend work fewer mem leak,suspend work fewer mem leak,negative,-1
ti book call love tragedi highli interest influenc classic modern world,highli interest,positive,1
sweati tire lap run gon na sun run next year matter,tire,negative,-1
phone stubborn think gene someth,phone stubborn think gene someth,neutral,0
happi mother day mom,happi mo,positive,1
im bad blogger blog week oop,bad bl,negative,-1
think hate didnt realli want make hard like cake concert,make hard,negative,-1
got nudg dian,got nudg dian,neutral,0
wh wha hacki sack plan san jacki,wh wha hacki sack plan san jacki,neutral,0
sorri hear carol,sorri hear carol,negative,-1
ze franz friend think think creepi stalker sommat hmph,k think creepi stalker sommat,negative,-1
may th,may,positive,1
sure left audienc awestruck katherin look forward read wonder report,look forward read wonder report,positive,1
pshh dont,pshh dont,negative,-1
work paint due school hate sleep day start late,hate,negative,-1
friday chicago stuck home agh bore grr,agh bore,negative,-1
earli say run eastern time hope fun audit canada ftw,fun,positive,1
hello new follow suddenli lot take littl time get round,hello new follow suddenli lot take littl time get round,neutral,0
gon na go round dvd sell miss need money,miss,negative,-1
peep still fun time got ta sleep tho work cool hot chick none cool ____________ miss,peep still fun time got ta sleep tho work cool hot chick none cool ____________ miss,neutral,0
ok bedtim bonzo got done math homework brain done day nite nite great day,nite nite great day,positive,1
say good say bad afternoon,say good say bad afternoon,neutral,0
cower failur mean compli stand instead,failur,negative,-1
think like phoeb mom friend stop movi sad part,sad,negative,-1
wan na go beach studi,wan na go beach studi,neutral,0
back comedi night great fun midnight knacker get old,back comedi night great fun midnight knacker get old,neutral,0
match handbal afternoon,match handbal afternoon,neutral,0
walk past school went junior high torn,torn,negative,-1
stay school today,stay school today,neutral,0
worst depress day ever r p,worst depress day ever r p,neutral,0
cross caus stuck twiddl thumb ugh,stuck,negative,-1
english exam bleh hate vocab,hate,negative,-1
sad wish go,sad,negative,-1
lettuc spinach best cool weather live florida much luck grow,lettuc spinach best cool weather live florida much luck grow,neutral,0
ow sunburn hurt,hurt,negative,-1
victor drew hannah montanna yearbook hahaha go miss nd per much,victor drew hannah montanna yearbook hahaha go miss nd per much,neutral,0
home take nick home littl lighter pocket flash speed camera,home take nick home littl lighter pocket flash speed camera,neutral,0
dint dump anyon alway get dump blame believ relationship twpp,blame,negative,-1
darn dont guitar tomorrow,darn dont guitar tomorrow,neutral,0
never chanc sleep midnight mind tire,tire,negative,-1
heart warm inde look forward day,look forward,positive,1
still total excit oldest friend twitter luff spencer even though rabi,still total excit,positive,1
instant internet market empir bonu recoup invest hour less,instant internet market empir bonu recoup invest hour less,neutral,0
girl talk awesom,awesom,positive,1
haha bore happi mother day,haha bore happi mother day,neutral,0
work logo keep get click happi photoshop dont stupid stop clickin ps,work logo keep get click happi photoshop dont stupid stop clickin ps,neutral,0
work tomorrow,work tomorrow,neutral,0
love dreambear britain got talent,love dreambear,positive,1
oh jess hope person ok,oh jess hope person ok,positive,1
er yea doubli awesom,doubli awesom,positive,1
ouuchh hurt index finger ahhhh,hurt index finger ahhhh,negative,-1
put societ general china interest stuff away much got ta fix,interest,positive,1
sayid could dead,dead,negative,-1
_conrad take good photo,take good photo,positive,1
academi rector ton tutor look like way go sinc good trix draw engin mana accel gone,sinc good trix draw engin mana accel gone,neutral,0
forecast sf friday may degre,forecast sf friday may degre,neutral,0
last day matern leav,last day matern leav,neutral,0
cours,cours,neutral,0
novo follow sorri account head suspend due strang activ strang ï ½ ï ½timo,sorri,negative,-1
yeah think depend least im get free ill miss sk though,least im get free ill miss sk though,neutral,0
oh check stock port market unabl buy ticon best price,best,positive,1
_ lol oh dnt worri u l abl squeez soon enough hope good day today,lol oh dnt worri u l abl squeez soon enough hope good day today,positive,1
post first tweet,post first tweet,neutral,0
ugh look like work good luck,ugh look like work good luck,positive,1
sometim long weekend need good convers thank bro,good convers thank bro,positive,1
matey,matey,neutral,0
may forth,may forth,neutral,0
amaz brand new pari neb broke go figur weekend look like get anoth one next week sigh,amaz,positive,1
realli awesom love work buckhead church love around,awesom love,positive,1
catch tweet saw ac promo new blog knew immedi would titl,catch tweet saw ac promo new blog knew immedi would titl,neutral,0
wow text would get tire,tire,negative,-1
would get u u,would get u u,neutral,0
think lot glad enjoy,think lot glad enjoy,positive,1
jean two inch long five inch long holi cow get shorter,holi cow get shorter,negative,-1
phone work whack well good morn gon na go eat breakfast neil school start,phone work whack well good morn,positive,1
ur welcom anytim,welcom,positive,1
switch cellphon huaaaaa cant sleep buzz bebe,cant sleep buzz bebe,negative,-1
class,class,neutral,0
wonder saniti bit dear,wonder saniti bit dear,neutral,0
hi sweetiepi friday night miss sidekick slipper friday night w,miss,negative,-1
mean moz workin baker later pub,mean moz workin baker later pub,neutral,0
listen nice music think go bed get nice rest miss russel brand ponderland,listen nice music think go bed get nice rest miss russel brand ponderland,neutral,0
shower back bed sick still,sick still,negative,-1
im dentist scari peopl,scari,negative,-1
meet went well last night shot promo air weekend mtv tri hide close think caught,meet went well last night shot promo air weekend mtv tri hide close think caught,neutral,0
iphon owner realli choic media player use fyi appl make terribl window softwar,terribl,negative,-1
great time famili big up bro n si law hang love n peac free,great,positive,1
_grubb sweet friend kevin join us look girl carri backpack boulder pad,_grubb sweet friend kevin join us look girl carri backpack boulder pad,neutral,0
hear,hear,neutral,0
spend weekend spend weekend hte question mind,spend weekend spend weekend hte question mind,negative,-1
_augustin ye though coffe favorit brand,_augustin ye though coffe favorit brand,neutral,0
yeayyy good,good,positive,1
back x men origin surprisingli good,good,positive,1
sometim black girl piss like,piss,negative,-1
today work tomorrow,today work tomorrow,neutral,0
googl vs twitter mother day vs mother day mother day web type mother day social media web,googl vs twitter mother day vs mother day mother day web type mother day social media web,neutral,0
chill colton redesign cocktail hacker card back,chill wi,positive,1
matrix onlin shut next month wow feel kinda sad,feel kinda sad,negative,-1
lol that highlight,that highlight,positive,1
mother drunk grrrreat okay mother week,mother drunk grrrreat okay mother week,neutral,0
may tell co never repli,never,negative,-1
happi mother day mom hope breakfast nice love u,happi,positive,1
morn ish how everyon,morn ish how everyon,neutral,0
_bennett got ta go drive dad around today back afternoon,_bennett got ta go drive dad around today back afternoon,neutral,0
great mood todayyyyyyyyy super excit game tonight excit one year older tomorrow,excit,positive,1
viewer linkedin profiel also view barack obama francisco van jole erwin blom good compani,good,positive,1
got film develop asda half gray black box top half,got film develop asda half gray black box top half,neutral,0
splodg ketchup mine pleas,splodg ketchup mine pleas,neutral,0
ahhhhh fml classic crime sold,ahhhhh fml classic crime sold,neutral,0
around better,better,positive,1
read book sunshin goona good day,good,positive,1
also final home friend anyon kinda nice sit quiet room wish gf tho,nice,positive,1
sanctuarysunday awesom news leo award sanctuari look like got nomint bad,awesom,positive,1
man love shelv way go diy diva,man love shelv way go diy diva,positive,1
still shout spider,still shout spider,neutral,0
road hour ahead beauti girl behind,beauti,positive,1
vibe current down thing amus joker shirt look poke shirt want peanut butter sandwich,vibe current down thing amus joker shirt look poke shirt want peanut butter sandwich,neutral,0
honor hear name breezi track hope u like drunk_bowl,honor,positive,1
hous muse page live,muse,positive,1
fun facebook,fun,positive,1
aww wish thing,wish,positive,1
yawn ow caught cramp mayb take nap,yawn ow caught cramp mayb take nap,neutral,0
seen enough movi know someth terribl happen lol,seen enough movi know someth terribl happen lo,negative,-1
bawkmark,bawkmark,neutral,0
download movi jackass cool movi,cool movi,positive,1
feel better today still sick,feel better today still sick,neutral,0
oh horribl lol better singer even cri u think made cri haha,oh horribl lol better singer even cri u think made cri haha,neutral,0
go oxford internet institut summer doctor programm brisban lack fund,lack fund,negative,-1
math fun oh well get cook soon get home,fun,negative,-1
bye wolverin soon ooaf hugh jackman tell ya sctrahc anytim,bye wolverin soon ooaf hugh jackman tell ya sctrahc anytim,neutral,0
sad come pooch hall game accept friend request facebook yet,sad,negative,-1
unpack new toy arriv studio right call tc final wait check sound,wait,positive,1
write post new ipod touch,write post new ipod touch,neutral,0
went john grisham instead pleas never suspect thing lol hope tomorrow better day,pleas,positive,1
choos _fc sunday win shatter healthi enough go,shatter,negative,-1
thought saw trak van turn alcohol team van,thought saw trak van turn alcohol team van,neutral,0
mmmm holiday commerci realli nice,nice,positive,1
hear ya go back work rest,hear ya go back work rest,neutral,0
one downsid nice weather bring chav,downsid,negative,-1
paw thru ell saw innit,paw thru ell saw innit,neutral,0
drive past tatter cover w stop promis make time next week,tatter,negative,-1
hello,hello,neutral,0
fallen love enter shikari might go walk ladi later though,love,positive,1
find hardest thing christian put god first life need help,find hardest thing christian put god first life need help,negative,-1
morn,morn,neutral,0
hey guy went jenni hous today much fun everyon els u guy doo,much fun,positive,1
twenti minut call would think person would mention alreadi troubl ticket investig issu,twenti minut call yo,negative,-1
miss come say bye leav,miss come say bye leav,negative,-1
wonder talk alarm call phone bed side alarm call imagin wake messag lol,wonder talk alarm call phone bed side alarm call imagin wake messag lol,neutral,0
sinu headach suck big time,suck,negative,-1
tire friendster account,tire,negative,-1
best flick sure readi star trek,best flick,negative,-1
eat manderin gone,gone,negative,-1
wan na karaok instead get go work lame,lame,negative,-1
isnt look forward go back work day isnt long enough,isnt look forward go back work day isnt long enough,negative,-1
head starbuck gon na take bu paradis starbuck miss minut,miss,negative,-1
noo miami wan na lay sun rain stop,e rain stop,negative,-1
work make thing keep go know shop get paid becomin shopahol hehe,work make thing keep go know shop get paid becomin shopahol hehe,neutral,0
call caus portabl sai number excist want much talk,call caus portabl sai number excist want much talk,neutral,0
haha love dnt regret tyga randomli deleon sing tifanni blew haha like one line xd,love,positive,1
prob yeah im still sick school today lol feel realli that im danc lol thank,prob yeah im still sick school today lol feel realli that im danc lol thank,neutral,0
total go amaz reason bought tix song blood bank,amaz,positive,1
halu dinner second time week,halu dinner second time week,neutral,0
happi mommi day,happi,positive,1
sad neighbor cut tree around hous look pretti seem healthi tragic,sad neighbor cut tree around hous,negative,-1
firefox take upward k memori time restart ff,firefox take upward k memori time restart ff,neutral,0
happi mother day mum rememb treat mum well brought life,happi mother day,positive,1
feel sad dont goodby z,sad,negative,-1
watch two patient die tonight put funk one young,put funk,negative,-1
wordsaftersex goodby innoc,goodby innoc,positive,1
bore headach,bore headach,negative,-1
snugglin tila,snugglin tila,neutral,0
anoth one pop human congrat nana wan babi iri cuti,congrat,positive,1
ur alreadi gone,ur alreadi gone,neutral,0
good morn go kick butt day,good morn go kick butt day,positive,1
free wifi vacay ruin,ruin,negative,-1
clean room,clean room,neutral,0
one experienc problem log digit point forum,problem,negative,-1
go somewhat town x visitng uncl boyet famm,go somewhat town x visitng uncl boyet famm,neutral,0
head huwwt,head huwwt,negative,-1
hang kevin tomorrow goe product,product,positive,1
feel good throat hurt,feel good throat hurt,negative,-1
yeah bit silli point love,yeah bit silli point love,neutral,0
fuckyoumonday like total tastic raini day work hug,fuckyoumonday,negative,-1
final watch rest guild season alway feel sorri hope time char,alway feel sorri,negative,-1
feel good,feel good,negative,-1
happi juddday,happi juddday,positive,1
everi saturday till work suck friday monday juli th either,suck,negative,-1
happen miss hour updat,happen miss hour updat,neutral,0
today soo fun happi bday chrissi,soo fun happi bday chrissi,positive,1
think cant handl life like anymor almost seem suicid answer unfortun,unfortun,negative,-1
went dentist mouth hurt eat,hurt,negative,-1
wish teas movi night,wish,positive,1
ugh day whatev somewher,ugh day whatev somewher,neutral,0
_kartz studi year year school,studi year year school,neutral,0
receiv phone call new patient guess mean work tomorrow,receiv phone call new patient guess mean work tomorrow,neutral,0
pack trip ascari track thank bacardi,thank bacardi,positive,1
beij good massag sexi girl real photo w beij hi,good massag,positive,1
got case bubbl,got case bubbl,neutral,0
lol use ipod touch,lol use ipod touch,neutral,0
say,say,neutral,0
pass last night middl th quarter wit magic lose,wit,negative,-1
lol ye henc want watch,lol ye henc want watch,neutral,0
miss yoooooooou poia,miss yoooooooou,negative,-1
beardburk optimist,optimist,positive,1
_a_hart ah birmingham rememb wrox day,_a_hart ah birmingham rememb wrox day,neutral,0
wow kinda bother jon deposit appar keep get time deposit hard,hard,negative,-1
problem glad,glad,positive,1
gon na super long day,gon na super long day,neutral,0
hello hehe yup sure love see,love,positive,1
feel well,feel well,negative,-1
end ride brick lane dead apart scamera everi minut ï ½ took hour get,end ride brick lane dead apart scamera everi minut ï ½ took hour get,neutral,0
ooc,ooc,neutral,0
gratiss,gratiss,neutral,0
_appl miss kid sent msg yt,miss,negative,-1
good night happi mother day,happi,positive,1
go buckl week relief twitter follow inan enjoy silenc,enjoy,positive,1
aww want u suffer midol work grrrrr hate stuff love tho,r hate stuff love tho,neutral,0
p dead like awsom love show miss last episod tho,awsom,positive,1
got fairli flat rout avail problem longer fulli function bike ride,got fairli flat rout avail problem longer fulli function bike ride,negative,-1
happi bunni,happi bu,negative,-1
go home hope one saw play,hope,positive,1
gut get ticket pink,gut get ticket pink,negative,-1
watch movi sam,watch movi sam,neutral,0
soooooooo hungri right dh still home,soooooooo hungri right dh still home,neutral,0
_radio awak ill nap afternoon,awak ill nap afternoon,neutral,0
sunday last day appl come kick el farolito mission street pm,kick,positive,1
lost voic tortur,lost voic tortur,negative,-1
ahhhhh go away yay fav song,er fav song,positive,1
cash look trade find,cash look trade find,neutral,0
definit dont offend im mess around variou twitter app strang thing keep happen,im mess around,negative,-1
babi first bust lip,babi first bust lip,negative,-1
night night dolli al amaz,al amaz,positive,1
yay star trek realli good happi let got ta see imax,good,positive,1
bingley practis propos scene toward end endear,endear,positive,1
still newbi twitter,still newbi twitter,neutral,0
say ignor frown,ignor frown,negative,-1
still hour home day begun gon na drink lot coffe today,still hour home day begun gon na drink lot coffe today,neutral,0
yea tre hood claim that atl theme song aint lol youtub vid post yesterday,yea tre hood claim that atl theme song aint lol youtub vid post yesterday,neutral,0
wilshir stay last year,wilshir stay last year,neutral,0
becuz braggin,braggin,positive,1
go upload photo email would ten tenenen tenen done,go upload photo email would ten tenenen tenen done,neutral,0
good morn good old germani wan na say hello new york love realli,good morn good old germani wan na say hello new york love realli,neutral,0
watch britain got talent bite nail pleas come black nail varnish,watch britain got talent bite nail pleas come black nail varnish,neutral,0
freak hors crush dream tear,freak,negative,-1
realli like miller park bad cub lead hope get togeth soon,realli like miller park bad cub lead hope get togeth soon,neutral,0
sick girl tri shake thing luck miss long time,sick,negative,-1
gon na miss thick blood next friday,gon na miss thick blood next friday,neutral,0
need b get sleep night good sunday,good sunday,positive,1
saw deforest surpris bad back moan back lol,bad,negative,-1
song go site want comput,song go site want comput,neutral,0
wut u want shot,wut u want shot,neutral,0
gooodmorn peopl earth,gooodmorn,positive,1
haha keep mind far reckon enough money stop hair grey retir,haha keep mind far reckon enough money stop hair grey retir,neutral,0
actual mayb sold sat lunch,actual mayb sold sat lunch,neutral,0
dizzi wan na lie die calori gon na balk ignor,dizzi wan na lie die calori gon na balk ignor,neutral,0
ugh sittin work wait carpet clean suppos,suppos,negative,-1
say close mean come ff peopl also rip polli,rip polli,negative,-1
friday yay bonu drive wale tonight athough miss kitten cuddl go ride,friday yay,positive,1
new articl band call mgmt atbfm solidsyn net,new articl band call mgmt atbfm solidsyn net,neutral,0
keep dreamin though hook lol,keep dreamin though hook lol,neutral,0
touch hand video simpli amaz love,simpli amaz love,positive,1
must go strawberri field,must go strawberri field,neutral,0
bummer macbook bug mac head want lend help hand,bummer,negative,-1
sweet spice girl sing along w good friend,good,positive,1
let leav nervous tomorrow,let leav nervous tomorrow,neutral,0
mexican wrestler year cape probabl build though,mexican wrestler year cape probabl build though,neutral,0
told joke onstag butlin one person laugh scar life,scar,negative,-1
sad glad,sad glad,neutral,0
know sorri,sorr,negative,-1
fault leav flip flop outsid locker swim usf koret oh would want take em r imt,fault,negative,-1
someon hardcod mb brain back,someon hardcod mb brain back,neutral,0
make yet anoth attempt attend church sunday morn look forward,make yet anoth attempt attend church sunday morn look forward,neutral,0
stop mean ur hurt feel,ur hurt feel,negative,-1
keep differ hour,keep differ hour,neutral,0
_morley bri hear thunder,hear thunder,negative,-1
sure care also make statement parallel idea happen seen,care also make statement parallel idea happen seen,positive,1
anddd justin eff,anddd justin eff,neutral,0
thank,thank,positive,1
move first load stuff garag storag round two guy move new place monday,move first load stuff garag storag round two guy move new place monday,neutral,0
thank bebeisi right name chanv elisabeth,thank,positive,1
go dentist,go dentist,neutral,0
go home meet today,go home meet today,neutral,0
even cold im wearin big jacket got cat ear,even cold im wearin big jacket got cat ear,neutral,0
happi earli mother day,happi,positive,1
smash show tonight love killer wish gut shame got cut mid song end,smash show tonight love killer wish gut shame got cut mid song end,neutral,0
join twitter,join twitter,neutral,0
cool music collect use non intrus background music music keygen,cool music collect,positive,1
jay leno last show tonight,jay leno last show tonight,neutral,0
wow realli sweet assum blog relat thank much,realli sweet,positive,1
aww kind dog u chihuahua name zoey,aww,positive,1
_deadgirl hard stare,hard stare,neutral,0
commun class,commun class,neutral,0
im home drink alon,alon,negative,-1
everyon talk goodi bea wan na,wan na,positive,1
want join live michigan,want join live michigan,neutral,0
sooo readyyi summerr babyyyy,sooo readyyi,positive,1
stomach explod wendi everyth tast good bad,bad,negative,-1
yaaaay think might ace histori test today,yaaaay think might ace histori test today,positive,1
bill likewis pleasur next time spend time talk im,pleasur,positive,1
hate cloudi either want sunni rain cloudi,hate wh,negative,-1
period exam day studi night studi sleep funni time,funni time,negative,-1
god brera plot twist go everyth feel,everyth,negative,-1
know hella wish could mom move across usa,know hella wish could mom move across usa,neutral,0
kayla lee think one know number mean lol x,kayla lee think one know number mean lol x,neutral,0
hello twitter,hello twitter,neutral,0
bone show check pb j check write play check simpl joy still even greatest gone,joy,positive,1
hey sorri headahc,hey sorri headahc,negative,-1
morn tweet tweet,morn tweet tweet,neutral,0
_leigh u know wut devi dev sure suck havin id weekend r gone miser week drink plz,miser fo,negative,-1
chillin follow cool peopl,cool,positive,1
food look amaz dessert frozen grand marnier souffl cours eat bar,food look amaz,positive,1
_copping nope day sleep time ha,_copping nope day sleep time ha,neutral,0
summer cloth panic see rain cloud still go swim though feel holiday mood,summer cloth panic see rain cloud still go swim though feel holiday mood,neutral,0
good morn twitter commun got finish eat delici stack pancak courtesi mom bisquick,good morn twitter commun got finish eat delici stack pancak courtesi mom bisquick,positive,1
fell wagon macci,fell wagon macci,neutral,0
lame deland favorit peopl,lame,negative,-1
_bloggerif,_bloggerif,neutral,0
whew thassa relief,relief,positive,1
miss qualifi think david reutimann lead,miss qualifi,negative,-1
pot geranium talk grandkid well maddi jack outsid play sure miss em,sure miss em,negative,-1
mom sigh wonder slip think come surgeri might go away,mom sigh wonder slip think come surgeri might go away,neutral,0
ahh wish guy would come hot topic near,ahh wish guy would come hot topic near,neutral,0
would want clone unbox new imac last night beauti bad mine,beauti bad mine,neutral,0
yay gon na leav earlier wait get back hawthorn,yay,positive,1
help make twitter account,help,positive,1
well well sorri let danc fabul hobbi,well well sorri let danc fabul hobbi,neutral,0
haha ofcooourse pretti much must pluss dress night jst ad incent,haha ofcooourse pretti much must pluss dress night jst ad incent,neutral,0
sun believ,sun believ,neutral,0
serious need date wed realli dont wan na go alon may rd chanc,dont wan na go alon,negative,-1
hey u havent spoken ur london bff what wish vote brodi soon ill tell vote u,wish,positive,1
welcom follow freud,welcom follow freud,neutral,0
talkin sum special,talkin sum special,positive,1
sorri bout migrain mention realli like cissburi sp pic last week,sorri bout migrain mention realli like cissburi sp pic last week,neutral,0
realli bahaha love relat peopl haha,love,positive,1
saw trailer batman arkham asylum play joker ps exclus hurt,hurt,negative,-1
excit home final week weekend peopl know,excit,positive,1
make sure well done,well done,positive,1
thank sweet dream,thank,positive,1
sicki sicki suck love day,sicki sicki suck love day,neutral,0
look forward daddi return work saturday gone whole month,look forward daddi return work saturday,positive,1
cheeek hurt bad happen,hurt,negative,-1
recov italian cruis mediterenean,recov italian cruis mediterenean,neutral,0
oh sorri old grandpa,sorri,negative,-1
thank followfriday recommend actual _careerbuilder_ though,thank,positive,1
definit network neutral may interest,interest,positive,1
hobo,hobo,neutral,0
exactli follow,exactli follow,positive,1
come back hors ride brilliant day,brilliant,positive,1
sportsmen warehous final got field point use arrow,sportsmen warehous final got field point use arrow,neutral,0
_cera awesom,awesom,positive,1
wonder big rumor new larg screen kindl start see k textbook,wonder big rumor new larg screen kindl start see k textbook,neutral,0
compliment taken thank key,compliment,positive,1
jammin capit garden,jammin capit garden,neutral,0
grace funzen magic mood tool keep cool pool real life,keep cool pool,positive,1
well sound like sum kid match lit sum grass fire,well sound like sum kid match lit sum grass fire,neutral,0
sorri fell asleep first,sorri,negative,-1
slept hr bodi ach,ach,negative,-1
use brother g phone love drive vega phone die morn charger broke,use brother g phone love drive vega phone die morn charger broke,neutral,0
made breakfast today happi mother day,happi,positive,1
kid attack keyboard,kid attack keyboard,neutral,0
get assign done,get assign done,neutral,0
sleep restless mind agh,sleep restless mind agh,negative,-1
yay comput came today bad held hostag parent hous pick,yay comput came today bad held hostag parent hous pick,neutral,0
woken screamin lil nefuew,woken screamin lil nefuew,negative,-1
god assign stress finish lol im bedd,stress,negative,-1
enjoy last night call real world social network lok event vancouv great headeach today,enjoy last night call real world social network lok event vancouv great headeach toda,neutral,0
thank definit throwbi editor review entri decid publish,thank,positive,1
ahhhhhh got stitch serious cant wait go beach summer hurri,serious cant wait go beach,positive,1
aww still awesom fun though assum,aww still awesom,positive,1
least u get im broke,broke,negative,-1
watch krystl vs alexi catfight youtub miss dynasti,miss,negative,-1
happi star war day unbeliev,happi star war day unbeliev,positive,1
got text back sod look fabul,fabul,positive,1
space right next rack anoth one plenti space ccna ccnp ccie lab,space right next rack anoth one plenti space ccna ccnp ccie lab,neutral,0
anoth water leak appart good side get meet girl previou next floor,good,positive,1
listen music work probabl could tri start hunt new job monday,listen,negative,-1
want dec dad,want dec dad,neutral,0
see one probabl blind link,see one probabl blind,negative,-1
happen afraid miss larg part stori,afraid miss,negative,-1
orthodontisssttt,orthodontisssttt,neutral,0
daddi hospit dont like,dont like,negative,-1
anoth friday night noth boyfriend work,anoth friday night noth boyfriend work,neutral,0
sister graduat today amaz super emot wow,amaz,positive,1
awak man need go sleep got wake earli church tomorow,awak man need go sleep got wake earli church tomorow,neutral,0
feel sick like wan na get bed bother go work turn da light pull da shade n tv type sick,sick,negative,-1
sacto take babi kennel,sacto take babi kennel,neutral,0
want survivor,want survivor,neutral,0
angri inform marco,angri,negative,-1
ignor get sum rest get rid headach,get sum rest,positive,1
window vista,window vista,neutral,0
think aaron pretti darn awesom,awesom,positive,1
missd otha disney day yesterday,missd,negative,-1
nope think crime,crime,negative,-1
happi mother day,happi,positive,1
wish rain would stay away go pool,wish,positive,1
havent age sorri twitter tweetdeck broken,sorri,positive,1
want go falkland cant caus stupid exam mtbcut go,stupid exam,negative,-1
wish,wish,neutral,0
thank tadi jam pm,thank,positive,1
eli er prick finger blood sugar tri cri,tri cri,negative,-1
end semest realli busi got time twit piti caus love,end semest realli busi got time twit piti caus love,neutral,0
see evil star wwe wrestler kane watch,see evil star wwe wrestler kane watch,neutral,0
guess find shortli,guess find shortli,neutral,0
may th starwarsday via,may th starwarsday via,neutral,0
go home get home black berri woo hoo get see presten,woo hoo,positive,1
ahhh follow dark side night,ahhh follow dark side night,neutral,0
chang within mile within mile effin bore,effin bore,negative,-1
hii thatsï ½mee woke go school,hii thatsï ½mee woke go school,neutral,0
hair messi ponytail day took look realli nice still messi,hair messi ponytail day took look realli nice still messi,neutral,0
give golf lesson sing student take lesson jakeowen live,give golf lesson sing student take lesson,neutral,0
cool,cool,neutral,0
yay playdat back van transmiss dead,yay playdat back van transmiss dead,neutral,0
comput alllllllllllllllll day,comput alllllllllllllllll day,neutral,0
offlin tweet later,offlin tweet later,neutral,0
_lynn _raquel ahh man ok end doin sumthin els let kno meet see wht yal gone,_lynn _raquel ahh man ok end doin sumthin els let kno meet see wht yal gone,neutral,0
nine clock sunday morn outsid sat around tabl enjoy earli ray sun read twitter articl sunday time,enjoy earli ray sun,positive,1
fudg bs whole paper tire ugh hate school time sleep,ugh,negative,-1
_one could use garageband though probabl overkil,overkil,negative,-1
see ftsk tonight grand rapid,see ftsk tonight grand rapid,neutral,0
good morn hope u great day,hope,positive,1
bed sorta today good sara strep thought angelina share water b told prob get,good,positive,1
jason bend hit back,jason bend hit back,neutral,0
good morn rock star nurs,good,positive,1
right ear block today bit like got water idea clear like put liquid,right ear block today bit like got water idea clear like put liquid,negative,-1
great session canvass sun miser cu go pub,great session canvass sun miser cu go pub,neutral,0
wish happi mother day mother,happi,positive,1
seem desper say probli enough,desper,negative,-1
woke teeth realli hurt rubber band,realli hurt,negative,-1
fever gone thank jen,fever gone thank jen,positive,1
guy stupid idea good girl actual care sad,guy stupid idea good girl actual care sad,negative,-1
love hate drive pollut,love,positive,1
get sub subway ur way home,get sub subway ur way home,neutral,0
wow tell j k cool though yet see one,wow,positive,1
yup thing think kinda accept reason proper light fill u run away tho,yup thing think kinda accept reason proper light fill u run away tho,neutral,0
mee look amazeeeeee,look amazeeeeee,positive,1
girl guy,girl guy,neutral,0
yayyy,yayyy,positive,1
wan na go outsid anyth mayb write later,wan na go outsid anyth mayb write later,neutral,0
lolol tri morn sadli couldnt,sadli,negative,-1
lost follow night nobodi like,nobodi like,negative,-1
great day beach bbq old friend crazi old enough old friend learn play texa holdem,great,positive,1
yeah work better command,better,positive,1
ummm sure miss ya alot think know meant,miss ya alot,negative,-1
quit hard caus attempt spread cornbread fall apart,quit hard,negative,-1
well almost good day guess retri tomorrow,good day,positive,1
hope feel better soon,hope feel better soon,positive,1
cold,cold,negative,-1
omg sad ju took gossip girl done,sad,negative,-1
support,support,positive,1
almost new york citi,almost new york citi,neutral,0
good littl saturday includ bed bath beyond border list wait tomorrow good day plan,good,positive,1
nice go bathroom hear sound gentli run water,nice go bathroom,positive,1
rofl,rofl,neutral,0
yeah tri go,tri,negative,-1
starwarsday celebr watch star war richard,starwarsday celebr watch star war,neutral,0
bore death,bore death,negative,-1
ha fine posit aha know huh wht long convers remeb allyson even lnger one x,posit,positive,1
thought best friend,thought best friend,neutral,0
aah tire chill minut today,aah tire,negative,-1
sad,sad,negative,-1
twitter bore c month,twitter bore,negative,-1
great time celebr mother day mom best job earth,great time,positive,1
look like freak tomato goin graduat,look like freak tomato goin graduat,neutral,0
n case miss show yesterday chanc listen bbc iplay enjoy,chanc listen,positive,1
hey mate fanci finden hea,hey mate fanci finden hea,neutral,0
got dentist appoint soon drill feel like got brain blender look forward,look forward,negative,-1
preciou,preciou,positive,1
kewl sound good wait thank,sound good wait thank,positive,1
total except ride sidewalk like kid lot safe road crazi driver,total except ride sidewalk like kid lot safe road crazi driver,neutral,0
school bit glad jake got day,glad jake got day,positive,1
e doc get younger day u guess yup nuh pay ear doc visit ouch,e doc get younger day u guess yup nuh pay ear doc visit ouch,neutral,0
yeah avail public market yet soon look forward sunburnt arm itch boo hoo,sunburnt arm itch,negative,-1
tri minna edit quickli sorri,sorri,negative,-1
terribl troubl sp word child would drop pider pade etc need lesson bad memori,terribl,negative,-1
realli wish spoil,realli wish spoil,negative,-1
ye finish tonight still food great discuss,great,positive,1
updat island flower larg pouch,updat island flower larg pouch,neutral,0
im get realli spotti spot alway scar pick even dont scar fact skin suck,skin suck,negative,-1
iphon,iphon,neutral,0
archuleta cook arriv day,archuleta cook arriv day,neutral,0
_ good back realli late though got back scare peopl pleas realli tire,_ good back realli late though got back scare peopl pleas realli tire,neutral,0
aww awesom good guy,awesom,positive,1
friend soul differ bodi plato,friend,positive,1
sad day christian lacroix file bankruptci,sad day,negative,-1
_bella_cullen post good,good,positive,1
hahaha thank clear,hahaha thank clear,positive,1
moooooooooooooooo lol copi last fm thing look good,good,positive,1
suck man hope problem free weekend,suck man hope problem free weekend,negative,-1
_gamefan thank love miseri busi paramor great band,love,positive,1
go moe mexican grill spici,spici,negative,-1
